displayName,position,pred_safety_tackle_prob
Budda Baker,SS,0.679822028
Ronnie Harrison,SS,0.679829478
Marcus Maye,FS,0.679876089
Kamren Curl,SS,0.679882109
Jaquan Brisker,SS,0.679892659
Bobby McCain,FS,0.679944098
Chuck Clark,SS,0.679962754
Julian Love,SS,0.680029035
Talanoa Hufanga,SS,0.680105507
Adrian Phillips,SS,0.68012023
Minkah Fitzpatrick,FS,0.680144429
Jessie Bates,FS,0.680150986
Chuck Clark,SS,0.6802845
Minkah Fitzpatrick,FS,0.68030268
Jessie Bates,FS,0.680380523
Chuck Clark,SS,0.680425644
Nasir Adderley,FS,0.680436254
Harrison Smith,SS,0.680462778
Eddie Jackson,SS,0.680477679
Adrian Amos,FS,0.680505335
Juju Hughes,FS,0.680529177
Xavier Woods,FS,0.680586755
Jaquan Brisker,SS,0.680597305
Rayshawn Jenkins,SS,0.680643141
Josh Metellus,SS,0.68066889
Geno Stone,SS,0.680694938
John Johnson,FS,0.68081075
Geno Stone,SS,0.680905104
Jaquan Brisker,SS,0.68092972
Rodney Thomas,FS,0.680959642
John Johnson,FS,0.680989027
Derwin James,FS,0.681029022
Eddie Jackson,SS,0.681030452
Vonn Bell,SS,0.681044936
Donovan Wilson,SS,0.681059957
Jalen Pitre,FS,0.681133389
Tashaun Gipson,FS,0.681160927
Derwin James,FS,0.681199074
Nasir Adderley,FS,0.681200624
Andre Cisco,SS,0.681238353
Rodney Thomas,FS,0.681274712
Marcus Maye,FS,0.681281686
Bobby McCain,FS,0.681331933
Julian Love,SS,0.68138057
Andre Cisco,SS,0.68138963
Dane Belton,FS,0.681433439
John Johnson,FS,0.681453645
Eddie Jackson,SS,0.681542695
John Johnson,FS,0.681670845
Grant Delpit,SS,0.68169868
Ryan Neal,SS,0.68170464
Jayron Kearse,FS,0.681739271
Kamren Curl,SS,0.681878805
Marcus Maye,FS,0.681907892
John Johnson,FS,0.681912959
Jaquan Brisker,SS,0.681990147
Donovan Wilson,SS,0.682029843
Ryan Neal,SS,0.682106316
Xavier Woods,FS,0.682122171
Antoine Winfield,FS,0.682131946
Kamren Curl,SS,0.682147563
Eddie Jackson,SS,0.682234287
Julian Love,SS,0.682285547
DeShon Elliott,FS,0.682290912
DeShon Elliott,FS,0.682293057
Budda Baker,SS,0.682322085
John Johnson,FS,0.682354569
Marcus Maye,FS,0.682381868
Rayshawn Jenkins,SS,0.682411194
Rayshawn Jenkins,SS,0.682478189
Kamren Curl,SS,0.682571709
Julian Love,SS,0.682578146
Terrell Edmunds,SS,0.682612479
Jaquan Brisker,SS,0.682616651
Jalen Pitre,FS,0.682647228
Kamren Curl,SS,0.682691574
Geno Stone,SS,0.682699144
Vonn Bell,SS,0.682762504
Jaylinn Hawkins,FS,0.682765186
Kamren Curl,SS,0.682773709
Marcus Epps,SS,0.682832122
Vonn Bell,SS,0.682833791
Geno Stone,SS,0.682852983
Justin Reid,SS,0.682867169
Justin Reid,SS,0.68287456
Eddie Jackson,SS,0.682949841
Myles Hartsfield,FS,0.682960749
Jayron Kearse,FS,0.683101594
Jaquan Brisker,SS,0.683150232
Vonn Bell,SS,0.683154047
Marcus Maye,FS,0.683194816
Rodney Thomas,FS,0.683223009
Rodney Thomas,FS,0.683223009
Tashaun Gipson,FS,0.683278322
Geno Stone,SS,0.683319151
Rayshawn Jenkins,SS,0.683376074
Juju Hughes,FS,0.68338269
Juston Burris,SS,0.683388114
John Johnson,FS,0.68345201
Kyle Dugger,FS,0.683467627
Talanoa Hufanga,SS,0.68348217
Xavier Woods,FS,0.683515608
Nasir Adderley,FS,0.683613122
Devin McCourty,FS,0.683629692
Tashaun Gipson,FS,0.683634639
Eddie Jackson,SS,0.683692575
Nasir Adderley,FS,0.683699727
Jonathan Owens,FS,0.683700919
Geno Stone,SS,0.683726907
Keanu Neal,FS,0.683868527
Johnathan Abram,SS,0.683881223
Rodney McLeod,FS,0.683913231
Jordan Poyer,SS,0.683923542
Jaquan Brisker,SS,0.683988631
Jalen Pitre,FS,0.683995485
Grant Delpit,SS,0.684042573
Andre Cisco,SS,0.684106648
Eddie Jackson,SS,0.684114099
Adrian Amos,FS,0.684119403
Camryn Bynum,FS,0.684205353
Myles Hartsfield,FS,0.684209168
Talanoa Hufanga,SS,0.684256613
Kevin Byard,FS,0.684260011
Jalen Thompson,FS,0.684262335
Johnathan Abram,SS,0.684266865
Josh Jones,FS,0.684284985
Rayshawn Jenkins,SS,0.684367597
Jonathan Owens,FS,0.684407592
Andrew Adams,SS,0.68449086
Julian Love,SS,0.684493959
DeShon Elliott,FS,0.684527516
John Johnson,FS,0.684543967
Eddie Jackson,SS,0.684571564
Bobby McCain,FS,0.68459785
Donovan Wilson,SS,0.684599876
Eric Rowe,SS,0.68460089
Jalen Pitre,FS,0.684660435
Jalen Thompson,FS,0.684674978
Jaquan Brisker,SS,0.684766412
Chuck Clark,SS,0.684788287
Nasir Adderley,FS,0.684800625
John Johnson,FS,0.684807181
Jaquan Brisker,SS,0.684853971
Jaylinn Hawkins,FS,0.68491888
Darnell Savage,SS,0.684980035
Josh Jones,FS,0.685067058
Derwin James,FS,0.68506974
Myles Hartsfield,FS,0.685133815
Will Harris,SS,0.685209394
Kyle Dugger,FS,0.685272157
DeShon Elliott,FS,0.685331464
Jalen Thompson,FS,0.685404062
Jalen Thompson,FS,0.685476542
Jaquan Brisker,SS,0.685547113
Johnathan Abram,SS,0.685551167
Budda Baker,SS,0.685567081
Kerby Joseph,SS,0.685627699
Bobby McCain,FS,0.685639977
Eddie Jackson,SS,0.68564862
Kevin Byard,FS,0.685684383
Harrison Smith,SS,0.685728073
Kamren Curl,SS,0.685758412
Marcus Williams,FS,0.685771644
Mike Edwards,FS,0.685821354
Geno Stone,SS,0.685840249
Xavier Woods,FS,0.685840249
Camryn Bynum,FS,0.68590498
Vonn Bell,SS,0.685959756
Marcus Williams,FS,0.685976267
Caden Sterns,FS,0.685979962
Geno Stone,SS,0.686030746
Mike Edwards,FS,0.686071157
Jaquan Brisker,SS,0.686079323
Jaquan Brisker,SS,0.686088085
Ronnie Harrison,SS,0.686096787
Andrew Adams,SS,0.686139584
Bobby McCain,FS,0.686139584
Vonn Bell,SS,0.686143994
Rudy Ford,SS,0.686272025
Jalen Thompson,FS,0.686280012
Brandon Jones,SS,0.686315715
Caden Sterns,FS,0.686466277
Tyrann Mathieu,FS,0.686486483
Jaquan Brisker,SS,0.686557055
Talanoa Hufanga,SS,0.686576962
Camryn Bynum,FS,0.686600983
Minkah Fitzpatrick,FS,0.68660897
Rudy Ford,SS,0.686691344
Rodney McLeod,FS,0.686715126
Josh Metellus,SS,0.686716318
Jaquan Brisker,SS,0.686791599
Kyle Dugger,FS,0.686809897
Darnell Savage,SS,0.686833918
Tracy Walker,FS,0.686834931
Johnathan Abram,SS,0.687016189
Myles Hartsfield,FS,0.687094152
Derwin James,FS,0.687099636
Nasir Adderley,FS,0.687118948
Talanoa Hufanga,SS,0.68715024
Jalen Pitre,FS,0.687159181
Eddie Jackson,SS,0.687221229
Rayshawn Jenkins,SS,0.687240779
Jordan Poyer,SS,0.687416852
Nick Cross,SS,0.687469602
Xavier Woods,FS,0.687498093
Jonathan Owens,FS,0.687545061
Jayron Kearse,FS,0.687592864
Minkah Fitzpatrick,FS,0.687596142
Bobby McCain,FS,0.687636256
John Johnson,FS,0.687682092
Budda Baker,SS,0.687700927
Julian Love,SS,0.687714696
Terrell Edmunds,SS,0.687729895
Rayshawn Jenkins,SS,0.687758207
Mike Edwards,FS,0.687763155
Mike Edwards,FS,0.687763155
Jalen Pitre,FS,0.68777436
Bobby McCain,FS,0.687784553
Xavier Woods,FS,0.687786996
Rayshawn Jenkins,SS,0.687860072
John Johnson,FS,0.68788749
Terrell Edmunds,SS,0.687943161
Quandre Diggs,FS,0.687975049
Jabrill Peppers,SS,0.688046515
Malik Hooker,FS,0.688058734
Harrison Smith,SS,0.688120961
Jessie Bates,FS,0.688121378
Kyle Dugger,FS,0.688158691
Quandre Diggs,FS,0.688170373
Xavier McKinney,FS,0.688175797
Tyrann Mathieu,FS,0.688215137
Marcus Maye,FS,0.68825078
Vonn Bell,SS,0.688273311
Terrell Edmunds,SS,0.68827343
Lamarcus Joyner,SS,0.688289821
Talanoa Hufanga,SS,0.688311398
John Johnson,FS,0.688345373
Ugochukwu Amadi,FS,0.688369155
Jaylinn Hawkins,FS,0.688550413
Bobby McCain,FS,0.688624084
Andre Cisco,SS,0.688642025
Johnathan Abram,SS,0.688650012
Rudy Ford,SS,0.688681424
Rodney McLeod,FS,0.688683927
Jessie Bates,FS,0.688728333
Marcus Williams,FS,0.688813508
Marcus Epps,SS,0.688879788
Nasir Adderley,FS,0.688903332
Andre Cisco,SS,0.688914835
Myles Hartsfield,FS,0.688947856
Rodney McLeod,FS,0.689029872
Julian Love,SS,0.689068973
Julian Love,SS,0.68913281
Rodney Thomas,FS,0.689158201
Marcus Maye,FS,0.689203501
Jordan Poyer,SS,0.68920362
Geno Stone,SS,0.68920815
Jonathan Owens,FS,0.689254999
Jonathan Owens,FS,0.689254999
Minkah Fitzpatrick,FS,0.689265728
Jeremy Chinn,FS,0.689293802
Talanoa Hufanga,SS,0.689341009
Andre Cisco,SS,0.689350665
Rayshawn Jenkins,SS,0.68936646
Julian Love,SS,0.689390898
Rodney McLeod,FS,0.689539671
Dax Hill,FS,0.689545274
Johnathan Abram,SS,0.689600468
Quandre Diggs,FS,0.689608872
Jonathan Owens,FS,0.68961364
Jayron Kearse,FS,0.689617395
Nasir Adderley,FS,0.689630091
Marcus Williams,FS,0.689649642
Bobby McCain,FS,0.689659238
Marcus Williams,FS,0.689667702
Marcus Epps,SS,0.689746082
Geno Stone,SS,0.689766169
Andrew Adams,SS,0.689768553
Harrison Smith,SS,0.68978399
Malik Hooker,FS,0.689786494
Harrison Smith,SS,0.689817846
Bobby McCain,FS,0.689838231
Donovan Wilson,SS,0.689840913
Nasir Adderley,FS,0.689862788
Damar Hamlin,SS,0.689893007
Taylor Rapp,FS,0.690037489
Rudy Ford,SS,0.69009918
Xavier Woods,FS,0.69014138
Bobby McCain,FS,0.690151274
Julian Love,SS,0.690161526
Malik Hooker,FS,0.690207839
Josh Metellus,SS,0.690236151
Eddie Jackson,SS,0.69023782
Jaquan Brisker,SS,0.690280914
Jaquan Brisker,SS,0.690288007
Tashaun Gipson,FS,0.690359414
Julian Love,SS,0.690374613
Geno Stone,SS,0.690385163
Darrick Forrest,SS,0.690489352
Bobby McCain,FS,0.690547109
Jaquan Brisker,SS,0.690605164
Kevin Byard,FS,0.690606952
Darnell Savage,SS,0.690648675
Tyrann Mathieu,FS,0.690668046
Bobby McCain,FS,0.690846384
John Johnson,FS,0.690909684
Malik Hooker,FS,0.690920293
Tashaun Gipson,FS,0.690925062
Vonn Bell,SS,0.690955997
Marcus Epps,SS,0.691007137
Jayron Kearse,FS,0.691008329
Xavier McKinney,FS,0.69103843
Derwin James,FS,0.691062927
Derwin James,FS,0.691156149
Derwin James,FS,0.691236258
Donovan Wilson,SS,0.691290081
Rayshawn Jenkins,SS,0.691294014
Marcus Williams,FS,0.69129467
Keanu Neal,FS,0.691317618
Marcus Williams,FS,0.691423714
Terrell Edmunds,SS,0.691428363
Jonathan Owens,FS,0.691432357
Rodney Thomas,FS,0.691496909
DeShon Elliott,FS,0.691506743
Quandre Diggs,FS,0.691532135
Grant Delpit,SS,0.69153285
Rudy Ford,SS,0.691556156
Geno Stone,SS,0.691635966
Jevon Holland,FS,0.691649973
Tyrann Mathieu,FS,0.691741228
Eric Rowe,SS,0.69178313
Donovan Wilson,SS,0.691792011
Andrew Adams,SS,0.691812694
Andrew Adams,SS,0.691846609
Jonathan Owens,FS,0.691849351
Jonathan Owens,FS,0.691849351
Donovan Wilson,SS,0.691855669
Talanoa Hufanga,SS,0.691859484
Derwin James,FS,0.691870689
Darnell Savage,SS,0.691871405
Vonn Bell,SS,0.69190675
Malik Hooker,FS,0.691919625
Jaquan Johnson,FS,0.691957533
Juju Hughes,FS,0.691999078
Johnathan Abram,SS,0.692014158
Devin McCourty,FS,0.692041397
Jaquan Brisker,SS,0.692083895
Josh Jones,FS,0.692164779
Jabrill Peppers,SS,0.692179501
Kamren Curl,SS,0.692211151
Tyrann Mathieu,FS,0.69226104
Rayshawn Jenkins,SS,0.692288578
Mike Edwards,FS,0.692291558
DeShon Elliott,FS,0.692467093
Chuck Clark,SS,0.692477643
Jonathan Owens,FS,0.692534506
Antoine Winfield,FS,0.692552745
Nasir Adderley,FS,0.692581236
Andre Cisco,SS,0.692586958
DeShon Elliott,FS,0.692684948
Marcus Williams,FS,0.692685783
Rayshawn Jenkins,SS,0.692758918
Justin Reid,SS,0.692774594
Andre Cisco,SS,0.692785323
Adrian Phillips,SS,0.692846417
Mike Edwards,FS,0.692883074
Jordan Poyer,SS,0.692907274
John Johnson,FS,0.693103075
Ronnie Harrison,SS,0.693105519
Kerby Joseph,SS,0.693211555
Geno Stone,SS,0.693223774
Jaquan Brisker,SS,0.693260789
Adrian Amos,FS,0.693283021
Malik Hooker,FS,0.693290949
Geno Stone,SS,0.693318665
Grant Delpit,SS,0.693323553
Marcus Maye,FS,0.69335556
Josh Metellus,SS,0.693420827
Johnathan Abram,SS,0.693506539
Derwin James,FS,0.693555713
Budda Baker,SS,0.69360584
Eddie Jackson,SS,0.693636119
Marcus Maye,FS,0.693776608
Eddie Jackson,SS,0.693778396
Marcus Epps,SS,0.693841457
Kamren Curl,SS,0.693921149
Terrell Burgess,FS,0.693969667
Marcus Maye,FS,0.694116414
Jaquan Brisker,SS,0.694118917
John Johnson,FS,0.694144785
Jeremy Chinn,FS,0.694253385
Sean Chandler,SS,0.694263458
Derwin James,FS,0.694276631
Andre Cisco,SS,0.694284379
Eddie Jackson,SS,0.694307506
Jonathan Owens,FS,0.694489956
Tyrann Mathieu,FS,0.694563746
Jayron Kearse,FS,0.694568515
Myles Hartsfield,FS,0.694589317
Geno Stone,SS,0.694595039
Jeremy Chinn,FS,0.69461602
Eddie Jackson,SS,0.694661438
Eddie Jackson,SS,0.694705009
Rudy Ford,SS,0.694711685
Adrian Amos,FS,0.694734156
Adrian Phillips,SS,0.694760621
Nasir Adderley,FS,0.694772363
Josh Jones,FS,0.694797337
Jaquan Brisker,SS,0.694915473
Geno Stone,SS,0.694930732
Terrell Burgess,FS,0.694937229
Ryan Neal,SS,0.694955289
Marcus Williams,FS,0.695037484
Adrian Amos,FS,0.695089161
Marcus Maye,FS,0.695155382
Malik Hooker,FS,0.695218563
Eddie Jackson,SS,0.695263445
Minkah Fitzpatrick,FS,0.695377111
Juju Hughes,FS,0.695383906
Kareem Jackson,SS,0.695385456
Josh Metellus,SS,0.695397079
Jaquan Brisker,SS,0.695406675
Jaquan Brisker,SS,0.695466697
Derwin James,FS,0.69548285
Mike Edwards,FS,0.695510387
Marcus Williams,FS,0.69551605
Bobby McCain,FS,0.695527196
Marcus Maye,FS,0.695531726
Andrew Adams,SS,0.695538044
Lamarcus Joyner,SS,0.695574939
Grant Delpit,SS,0.695606291
Vonn Bell,SS,0.695665658
Jaquan Brisker,SS,0.695707798
Adrian Phillips,SS,0.695783377
Adrian Phillips,SS,0.695803583
Josh Jones,FS,0.695809007
Talanoa Hufanga,SS,0.695810795
Talanoa Hufanga,SS,0.695881844
Andre Cisco,SS,0.695908964
Jonathan Owens,FS,0.695926428
Adrian Amos,FS,0.69593668
Xavier Woods,FS,0.695948839
Jordan Poyer,SS,0.69596523
Juston Burris,SS,0.696009159
Derwin James,FS,0.69606626
Rodney Thomas,FS,0.696071386
Jaylinn Hawkins,FS,0.696083486
Devin McCourty,FS,0.696123838
Jaquan Brisker,SS,0.696136951
Antoine Winfield,FS,0.696158111
Quandre Diggs,FS,0.696190834
Johnathan Abram,SS,0.696241438
Johnathan Abram,SS,0.696317255
Rayshawn Jenkins,SS,0.696327329
Derwin James,FS,0.696351051
Antoine Winfield,FS,0.696352899
Nick Cross,SS,0.696504235
Darnell Savage,SS,0.696557462
Derwin James,FS,0.696564257
Jabrill Peppers,SS,0.696584284
Andre Cisco,SS,0.696623266
Geno Stone,SS,0.69662708
Marcus Epps,SS,0.696654499
Grant Delpit,SS,0.696663022
Terrell Edmunds,SS,0.696694374
Kyle Dugger,FS,0.69672513
Mike Edwards,FS,0.696787596
Derwin James,FS,0.696805
Talanoa Hufanga,SS,0.696810603
Geno Stone,SS,0.696869552
Jaquan Johnson,FS,0.696942329
Jalen Pitre,FS,0.696959972
Talanoa Hufanga,SS,0.697018147
Geno Stone,SS,0.697042227
Jaquan Brisker,SS,0.697048843
John Johnson,FS,0.697085738
Derwin James,FS,0.697134912
Vonn Bell,SS,0.697145343
Jalen Thompson,FS,0.697249949
Jessie Bates,FS,0.697252691
John Johnson,FS,0.697257698
Jonathan Owens,FS,0.697294176
Adrian Amos,FS,0.697413743
Andrew Adams,SS,0.697416067
Rodney Thomas,FS,0.697454631
Antoine Winfield,FS,0.697532237
Richie Grant,SS,0.697551608
Eddie Jackson,SS,0.697568059
Kamren Curl,SS,0.697631478
Marcus Maye,FS,0.697721183
Rodney Thomas,FS,0.697724521
Rodney Thomas,FS,0.697724521
Jayron Kearse,FS,0.697729409
Josh Jones,FS,0.697741926
Jalen Pitre,FS,0.697761774
Kamren Curl,SS,0.69776541
Xavier Woods,FS,0.697781861
Mike Edwards,FS,0.697783589
Kamren Curl,SS,0.697784662
Ronnie Harrison,SS,0.697793007
Antoine Winfield,FS,0.697834909
Terrell Edmunds,SS,0.697859108
Antoine Winfield,FS,0.697905183
Quandre Diggs,FS,0.697961748
Adrian Amos,FS,0.697998524
Adrian Phillips,SS,0.698002398
Adrian Amos,FS,0.698085129
Bobby McCain,FS,0.698110342
Rudy Ford,SS,0.69814527
Rodney Thomas,FS,0.69818908
Julian Love,SS,0.698203623
Eddie Jackson,SS,0.698232949
Kamren Curl,SS,0.698281407
Malik Hooker,FS,0.698288083
Marcus Williams,FS,0.698288143
Donovan Wilson,SS,0.698316157
Darnell Savage,SS,0.698321939
Antoine Winfield,FS,0.698343039
Johnathan Abram,SS,0.698462546
Jonathan Owens,FS,0.698498368
Jalen Thompson,FS,0.698523641
Adrian Amos,FS,0.698637962
Eddie Jackson,SS,0.698658824
Malik Hooker,FS,0.698690832
Kevin Byard,FS,0.698752284
Devin McCourty,FS,0.698765278
Geno Stone,SS,0.698801279
Donovan Wilson,SS,0.698808432
Kyle Dugger,FS,0.698833883
Rudy Ford,SS,0.698835969
Kamren Curl,SS,0.698868752
Nick Cross,SS,0.698885858
Julian Love,SS,0.698885977
Eddie Jackson,SS,0.698934495
Eddie Jackson,SS,0.698944569
Rodney Thomas,FS,0.698956668
Jordan Poyer,SS,0.69900316
Tracy Walker,FS,0.699007571
Josh Jones,FS,0.699038744
Josh Jones,FS,0.699038744
Jaquan Brisker,SS,0.699045122
Quandre Diggs,FS,0.699052751
DeShon Elliott,FS,0.699156761
Justin Reid,SS,0.699168026
Malik Hooker,FS,0.699168265
Adrian Amos,FS,0.699170709
Andrew Adams,SS,0.699187458
Vonn Bell,SS,0.699189544
Richie Grant,SS,0.699204564
Richie Grant,SS,0.699227273
Richie Grant,SS,0.699227273
Rodney McLeod,FS,0.699347734
Vonn Bell,SS,0.699357152
Jaquan Brisker,SS,0.699388027
Camryn Bynum,FS,0.699405253
Jonathan Owens,FS,0.699419558
Jonathan Owens,FS,0.699419558
Adrian Amos,FS,0.69946599
Budda Baker,SS,0.699570477
Julian Love,SS,0.69959414
Xavier Woods,FS,0.699676752
Mike Edwards,FS,0.699710727
Quandre Diggs,FS,0.699728906
Devin McCourty,FS,0.699770033
Darnell Savage,SS,0.699789762
Kyle Dugger,FS,0.699800849
Lamarcus Joyner,SS,0.699814379
Keanu Neal,FS,0.699818492
Eddie Jackson,SS,0.699842513
Bobby McCain,FS,0.699862838
Xavier Woods,FS,0.699891031
Nasir Adderley,FS,0.699917793
Devin McCourty,FS,0.699965715
Ryan Neal,SS,0.699987948
Derwin James,FS,0.699997067
Bobby McCain,FS,0.700037718
Jaquan Johnson,FS,0.700101972
Ryan Neal,SS,0.700180173
Jalen Pitre,FS,0.700182915
Keanu Neal,FS,0.700205445
Budda Baker,SS,0.700237513
Eric Rowe,SS,0.70026654
Derwin James,FS,0.700274765
DeShon Elliott,FS,0.700295568
DeShon Elliott,FS,0.700297892
Kareem Jackson,SS,0.700336814
Eddie Jackson,SS,0.700397015
Quandre Diggs,FS,0.700416028
Devin McCourty,FS,0.700475812
Talanoa Hufanga,SS,0.700522602
Jevon Holland,FS,0.700557768
Nasir Adderley,FS,0.700563252
Andrew Adams,SS,0.700673878
Malik Hooker,FS,0.700691342
Julian Love,SS,0.700774312
Sean Chandler,SS,0.700788319
Marcus Maye,FS,0.700788796
Kyle Dugger,FS,0.700829625
Jalen Pitre,FS,0.700868309
Johnathan Abram,SS,0.700868785
Minkah Fitzpatrick,FS,0.700875878
Eddie Jackson,SS,0.700884998
Talanoa Hufanga,SS,0.700912058
Geno Stone,SS,0.700938284
Minkah Fitzpatrick,FS,0.70093894
Rayshawn Jenkins,SS,0.700940132
Jayron Kearse,FS,0.700945079
Bobby McCain,FS,0.700950801
Alohi Gilman,SS,0.700994074
Antoine Winfield,FS,0.701001644
Johnathan Abram,SS,0.701002121
John Johnson,FS,0.701013267
Duron Harmon,SS,0.701048434
Duron Harmon,SS,0.701048434
Malik Hooker,FS,0.701099753
Terrell Edmunds,SS,0.701149225
Jordan Poyer,SS,0.701170206
Eric Rowe,SS,0.701273978
Jaquan Brisker,SS,0.701298833
Kareem Jackson,SS,0.701316059
Derwin James,FS,0.701323032
Caden Sterns,FS,0.701355577
Julian Love,SS,0.701361895
Rodney Thomas,FS,0.701378524
Eddie Jackson,SS,0.701390624
Andrew Adams,SS,0.701414108
Eddie Jackson,SS,0.701454163
Jonathan Owens,FS,0.701544881
Kamren Curl,SS,0.701576591
Geno Stone,SS,0.701613545
Kamren Curl,SS,0.701640546
Mike Edwards,FS,0.701644063
Eric Rowe,SS,0.701725781
Marcus Maye,FS,0.701736331
Talanoa Hufanga,SS,0.701870382
Darnell Savage,SS,0.701871753
Jonathan Owens,FS,0.70187515
Jessie Bates,FS,0.70195502
Jonathan Owens,FS,0.701994956
Jonathan Owens,FS,0.701994956
Johnathan Abram,SS,0.702089846
Eric Rowe,SS,0.702106297
Jaquan Brisker,SS,0.702162206
Richie Grant,SS,0.702181876
Richie Grant,SS,0.702181876
Xavier Woods,FS,0.702280462
Andre Cisco,SS,0.70229125
Rodney McLeod,FS,0.702344596
Jalen Thompson,FS,0.70240587
Josh Metellus,SS,0.702406764
Richie Grant,SS,0.702470005
Jordan Poyer,SS,0.702506065
Darnell Savage,SS,0.702569008
Dane Belton,FS,0.702627718
Marcus Maye,FS,0.702664852
Rodney McLeod,FS,0.702727675
Derwin James,FS,0.702805758
Julian Love,SS,0.702831686
Rodney McLeod,FS,0.702839911
Julian Love,SS,0.702925682
DeShon Elliott,FS,0.702936292
Nasir Adderley,FS,0.702951431
Nasir Adderley,FS,0.702981532
Vonn Bell,SS,0.702990949
Quandre Diggs,FS,0.703035891
Xavier Woods,FS,0.703045964
Andre Cisco,SS,0.703124166
Kevin Byard,FS,0.703140378
Donovan Wilson,SS,0.703164279
Ugochukwu Amadi,FS,0.703268647
Julian Love,SS,0.703305602
Jordan Poyer,SS,0.703323483
Marcus Maye,FS,0.703324378
Malik Hooker,FS,0.703391671
Darnell Savage,SS,0.703394175
Tashaun Gipson,FS,0.70340997
Adrian Amos,FS,0.703417122
Julian Love,SS,0.703441501
Budda Baker,SS,0.703495622
Jalen Thompson,FS,0.703497291
Geno Stone,SS,0.703547418
Jordan Poyer,SS,0.703607798
Eddie Jackson,SS,0.703627944
Jonathan Owens,FS,0.703650773
Marcus Williams,FS,0.703711331
Jaylinn Hawkins,FS,0.703720212
John Johnson,FS,0.703728378
Quandre Diggs,FS,0.703797042
Jaquan Brisker,SS,0.703804255
Kamren Curl,SS,0.703805208
Derwin James,FS,0.703834534
Kevin Byard,FS,0.703872144
Darnell Savage,SS,0.70387578
Budda Baker,SS,0.703883767
Kamren Curl,SS,0.70388788
Jessie Bates,FS,0.703894079
Devin McCourty,FS,0.70392251
Marcus Maye,FS,0.703925133
Rodney Thomas,FS,0.703990221
Antoine Winfield,FS,0.704005063
Jonathan Owens,FS,0.704049289
Rayshawn Jenkins,SS,0.704062283
Sean Chandler,SS,0.704078794
Richie Grant,SS,0.704079926
Antoine Winfield,FS,0.704094827
Quandre Diggs,FS,0.704101682
Devin McCourty,FS,0.704107046
Ryan Neal,SS,0.704113185
Quandre Diggs,FS,0.704144895
Ryan Neal,SS,0.704255402
Xavier Woods,FS,0.7042557
Marcus Williams,FS,0.704269648
John Johnson,FS,0.704270959
Jalen Pitre,FS,0.704347789
Darnell Savage,SS,0.704368889
Duron Harmon,SS,0.704371274
Duron Harmon,SS,0.704371274
Grant Delpit,SS,0.704390228
Rayshawn Jenkins,SS,0.70440042
Rodney Thomas,FS,0.704427063
Xavier Woods,FS,0.704474628
Vonn Bell,SS,0.704477429
Rodney Thomas,FS,0.704482436
Rodney Thomas,FS,0.704482436
Xavier Woods,FS,0.704491079
Eddie Jackson,SS,0.70452255
Talanoa Hufanga,SS,0.704529881
Jonathan Owens,FS,0.704560459
Jonathan Owens,FS,0.704569042
Rudy Ford,SS,0.704582095
Marcus Williams,FS,0.704620838
Terrell Edmunds,SS,0.704638004
Jaquan Brisker,SS,0.704646051
Harrison Smith,SS,0.70469296
Ryan Neal,SS,0.704702735
Mike Edwards,FS,0.704743803
Vonn Bell,SS,0.704975128
Mike Edwards,FS,0.70500201
Adrian Phillips,SS,0.705017686
Darnell Savage,SS,0.705037355
Minkah Fitzpatrick,FS,0.705048025
Bobby McCain,FS,0.705066025
Kyle Dugger,FS,0.705138266
Kareem Jackson,SS,0.705148339
Antoine Winfield,FS,0.705152094
Budda Baker,SS,0.705155432
Chuck Clark,SS,0.705207705
Xavier Woods,FS,0.705211878
Jaquan Johnson,FS,0.705223739
Camryn Bynum,FS,0.705293357
Richie Grant,SS,0.705321074
Adrian Amos,FS,0.705384135
Kamren Curl,SS,0.705465138
Jalen Pitre,FS,0.705560744
Geno Stone,SS,0.705572426
DeShon Elliott,FS,0.705582976
Mike Edwards,FS,0.705600321
Nasir Adderley,FS,0.705613315
Budda Baker,SS,0.705668509
Tyrann Mathieu,FS,0.705713451
Marcus Williams,FS,0.705714464
Kamren Curl,SS,0.705783725
Richie Grant,SS,0.705826283
Kamren Curl,SS,0.705862999
Andre Cisco,SS,0.705886841
Kamren Curl,SS,0.705929458
Eddie Jackson,SS,0.705962241
Tracy Walker,FS,0.70597136
Kamren Curl,SS,0.705986679
Marcus Williams,FS,0.706038356
Mike Edwards,FS,0.706070781
Dane Belton,FS,0.706073105
Jonathan Owens,FS,0.706079006
Darnell Savage,SS,0.706086457
Camryn Bynum,FS,0.706108451
Jaquan Johnson,FS,0.706287682
Budda Baker,SS,0.706309736
Xavier Woods,FS,0.706311464
Darnell Savage,SS,0.706385791
Geno Stone,SS,0.706387639
Amani Hooker,FS,0.706417799
Derwin James,FS,0.706424236
Devin McCourty,FS,0.706462562
Marcus Williams,FS,0.706564367
Chauncey Gardner-Johnson,SS,0.706587315
Jonathan Owens,FS,0.706610739
Xavier Woods,FS,0.706627488
Richie Grant,SS,0.706631303
Quandre Diggs,FS,0.706818402
Malik Hooker,FS,0.706838191
Budda Baker,SS,0.706853509
Grant Delpit,SS,0.706942618
Ronnie Harrison,SS,0.706981242
Kevin Byard,FS,0.707040012
Jalen Pitre,FS,0.707100689
Rayshawn Jenkins,SS,0.70714438
Eddie Jackson,SS,0.707211614
Terrell Edmunds,SS,0.707241297
